stacode;stalat;stalon;evdate;evlat;evlon;phase;phiSCerrmin;phiSC;phiSCerrmax;dtSCerrmin;dtSC;dtSCerrmax;SIerrmin;SI;SIerrmax;SIdiff;pair;ppCMBlat;ppCMBlon;misori;filterlow;filterhigh
UMAU;63.8829;20.6779;21-Sep-2013;-7.2600;119.9600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.05361;-0.01760;0.01841;NaN;same;54.7550;72.7365;NaN;0.067;0.200
UMAU;63.8829;20.6779;21-Sep-2013;-7.2600;119.9600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09892;0.13613;0.17334;NaN;same;61.3576;53.1240;NaN;0.067;0.200
UMAU;63.8829;20.6779;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00914;0.04145;0.09205;NaN;same;73.1020;79.7607;NaN;0.067;0.240
UMAU;63.8829;20.6779;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.01774;0.02003;0.05781;NaN;same;69.9002;38.2044;NaN;0.067;0.240
VAF;63.0422;22.6715;14-Nov-2009;-22.9700;-66.6400;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03015;0.11575;0.20134;NaN;same;49.9839;-18.3014;NaN;0.067;0.200
VAF;63.0422;22.6715;14-Nov-2009;-22.9700;-66.6400;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07989;0.12038;0.16088;NaN;same;58.3113;-1.0588;NaN;0.067;0.200
VANU;58.4921;12.0727;31-Aug-2016;-3.6900;152.7900;SKKS;-25.28;-16.68;-11.12;1.32;1.64;2.00;-1.25898;-0.98147;-0.70396;0.660079714;disc;68.1815;62.6855;NaN;0.067;0.200
VANU;58.4921;12.0727;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.04388;0.02471;0.09329;0.660079714;disc;64.9498;30.2188;NaN;0.067;0.200
VJF;60.5388;27.5550;21-Jul-2014;-19.7800;-178.4400;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.17759;-0.13556;-0.09352;NaN;same;72.7297;70.9263;NaN;0.067;0.200
VJF;60.5388;27.5550;21-Jul-2014;-19.7800;-178.4400;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00265;0.02296;0.04857;NaN;same;66.1056;38.1609;NaN;0.067;0.200
VJF;60.5388;27.5550;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18878;-0.11327;-0.03776;NaN;same;63.1337;82.6302;NaN;0.067;0.200
VJF;60.5388;27.5550;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01584;0.08322;0.15060;NaN;same;64.5697;53.2432;NaN;0.067;0.200
VRF;67.7480;29.6090;14-Apr-2008;-56.0200;-28.0300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24859;-0.17740;-0.10622;NaN;same;48.9499;9.3490;NaN;0.067;0.200
VRF;67.7480;29.6090;14-Apr-2008;-56.0200;-28.0300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03661;0.03583;0.10827;NaN;same;60.9456;19.0963;NaN;0.067;0.200
VRF;67.7480;29.6090;30-Aug-2008;-6.1500;147.2600;SKKS;9.10;16.31;27.30;1.20;1.40;1.70;-1.73766;-1.63395;-1.53025;NaN;same;63.7269;96.4807;NaN;0.067;0.200
VRF;67.7480;29.6090;30-Aug-2008;-6.1500;147.2600;SKS;5.06;22.31;41.46;0.70;1.00;1.40;-0.84285;-0.74412;-0.64540;NaN;same;69.2708;67.3225;NaN;0.067;0.200
VRF;67.7480;29.6090;10-Aug-2009;-11.6100;166.0900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.21601;-0.17367;-0.13132;NaN;same;71.0432;101.8907;NaN;0.067;0.260
VRF;67.7480;29.6090;10-Aug-2009;-11.6100;166.0900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07326;0.15364;0.23402;NaN;same;72.8523;58.6196;NaN;0.067;0.260
VRF;67.7480;29.6090;20-Jun-2011;-21.7000;-68.2300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20495;-0.13552;-0.06609;NaN;same;56.6460;-20.4461;NaN;0.067;0.240
VRF;67.7480;29.6090;20-Jun-2011;-21.7000;-68.2300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.16798;-0.11572;-0.06346;NaN;same;64.6986;1.0434;NaN;0.067;0.240
VRF;67.7480;29.6090;29-Jul-2011;-23.7800;179.7600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03089;0.10596;0.18103;NaN;same;76.1672;96.5720;NaN;0.067;0.180
VRF;67.7480;29.6090;29-Jul-2011;-23.7800;179.7600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04083;0.11697;0.19310;NaN;same;73.2184;46.4336;NaN;0.067;0.180
VRF;67.7480;29.6090;22-Nov-2011;-15.3600;-65.0900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.13395;-0.03329;0.06738;NaN;same;55.7341;-21.7497;NaN;0.067;0.260
VRF;67.7480;29.6090;22-Nov-2011;-15.3600;-65.0900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12262;0.18129;0.23997;NaN;same;63.8811;-2.1180;NaN;0.067;0.260
VRF;67.7480;29.6090;20-Oct-2015;-14.8400;167.3100;SKKS;-1.01;15.04;27.30;0.70;1.00;1.30;-1.01166;-0.93831;-0.86496;NaN;same;71.4437;100.0278;NaN;0.067;0.200
VRF;67.7480;29.6090;20-Oct-2015;-14.8400;167.3100;SKS;5.06;15.04;23.26;0.70;0.90;1.10;-0.86267;-0.78750;-0.71233;NaN;same;72.6987;56.1220;NaN;0.067;0.200
VRF;67.7480;29.6090;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07767;0.15009;0.22250;NaN;same;57.4035;-19.3161;NaN;0.067;0.200
VRF;67.7480;29.6090;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.17935;-0.09454;-0.00973;NaN;same;65.2244;3.3203;NaN;0.067;0.200
VRF;67.7480;29.6090;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03649;0.04498;0.12646;NaN;same;55.9885;-19.1334;NaN;0.067;0.200
VRF;67.7480;29.6090;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.11482;0.17641;0.23800;NaN;same;64.2729;1.5388;NaN;0.067;0.200
VRF;67.7480;29.6090;31-Aug-2016;-3.6900;152.7900;SKKS;-7.08;12.06;37.42;0.70;1.10;1.50;-0.89617;-0.77795;-0.65973;NaN;same;66.0162;100.1729;NaN;0.067;0.200
VRF;67.7480;29.6090;31-Aug-2016;-3.6900;152.7900;SKS;27.30;32.06;37.42;1.00;1.20;1.40;-1.02324;-0.94855;-0.87386;NaN;same;70.7409;67.6780;NaN;0.067;0.200
VSTU;57.6600;16.5363;21-Sep-2013;-7.2600;119.9600;SKS;-75.84;-47.50;-29.33;0.40;0.56;0.82;0.58926;0.63896;0.68866;0.424338131;disc;56.7495;42.7979;NaN;0.067;0.200
VSTU;57.6600;16.5363;21-Sep-2013;-7.2600;119.9600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00083;0.08287;0.16492;0.424338131;disc;51.8525;62.5908;NaN;0.067;0.200
